text,category,stance,Lemmatization,sentiment
الله يديمك ذخر للأمة العربية والإسلامية الملك_يتلقى_لقاح_كورونا,celebrity,1,"['الل', 'يدم', 'ذخر', 'امة', 'عرب', 'سلم', 'ملك_يتلقى_لقاح_كورو']",positive
وزير الصحة شخص تلقوا الجرعة الأولى لقاح_كورونا ربع مليون شخص مسجل المنصة الخاصة بالتطعیم الوضع الكویت جید وأدعو الناس الالتزام بالإجراءات,info_news,1,"['وزر', 'صحة', 'شخص', 'تلق', 'جرع', 'ولى', 'لقاح_كورو', 'ربع', 'ملي', 'شخص', 'سجل', 'نصة', 'خصة', 'طعیم', 'وضع', 'كوی', 'جید', 'أدعو', 'ناس', 'لزم', 'جرء']",positive
ظهور حالة محص بـ توكلنا للحاصل جرعات لقاح كورونا,info_news,1,"['ظهر', 'حلة', 'محص', 'بـ', 'وكل', 'حصل', 'جرع', 'لقح', 'كورو']",positive
لقاح فايزر بيونتيك فعال ضد فيروس كورونا المتحور,info_news,1,"['لقح', 'يزر', 'بين', 'فعل', 'ضد', 'يرس', 'كورو', 'تحر']",positive
تأمين لقاح_آمن واجب دولة مواطنيها,info_news,1,"['تأم', 'لقاح_آمن', 'وجب', 'دول', 'وطن']",positive
يرغب الحصول تطعيم كورونا اتباع الإجراءات التالية هذا_الصباح,info_news,1,"['رغب', 'حصل', 'طعم', 'كورو', 'تبع', 'جرء', 'الي', 'هذا_الصباح']",positive
ياليت لقاح التعصب الرياضي,unrelated,0,"['يلي', 'لقح', 'عصب', 'ريض']",neutral
أعلنت منظمة الصحة العالمية الدول الأكثر فقرا ستبدأ تلقي أولى اللقاحات ضد فيروس كورونا نهاية الحالي ومنتصف المقبل وبدأت حملات تطعيم واسعة النطاق عدد البلدان الغنية اندبندنت_عربية_تغنيك,requests,1,"['اعل', 'نظم', 'صحة', 'علم', 'دول', 'كثر', 'فقر', 'بدأ', 'تلق', 'ولى', 'لقح', 'ضد', 'يرس', 'كورو', 'نهي', 'الحالي', 'نصف', 'قبل', 'بدأ', 'حمل', 'طعم', 'وسع', 'نطق', 'عدد', 'بلد', 'غنة', 'اندبندنت_عربية_تغنيك']",positive
ألله خواصري طب رب تاخدو لقاح الايراني وتريحونا بقا ولاية_الجهل,personal,0,"['الل', 'خصر', 'طب', 'رب', 'خدو', 'لقح', 'اير', 'ريحو', 'بقا', 'ولاية_الجهل']",neutral
بدعم القيادة الرشيدة وحثها المتواصل للجميع بالمسارعة للتطعيم الإمارات المركز الثاني عالمي سباق التطعيم ضد فيروس كورونا بأكثر مليون جرعة لقاح اخترت_التطعيم يدا_بيد_نتعافى,info_news,1,"['دعم', 'قيد', 'رشد', 'وحث', 'واصل', 'جمع', 'سرع', 'طعم', 'امر', 'ركز', 'ثني', 'علم', 'سبق', 'طعم', 'ضد', 'يرس', 'كورو', 'أكثر', 'ملي', 'جرع', 'لقح', 'اخترت_التطعيم', 'يدا_بيد_نتعافى']",positive
الشروق وفاة طبيب فلوريدا تلقيه لقاح ضد كورونا بأسابيع ردت فايزر فايزر,info_news,-1,"['شرق', 'وفة', 'طبب', 'ورد', 'لقه', 'لقح', 'ضد', 'كورو', 'أسابيع', 'ردت', 'يزر', 'يزر']",negative
عاجل الوكالة الأوروبية للأدوية لدينا بيانات لقاح أسترا زينكا يقاوم السلالات الجديدة لكورونا,info_news,0,"['عجل', 'وكل', 'ورب', 'دوي', 'لدي', 'بين', 'لقح', 'سرا', 'زين', 'قوم', 'سلل', 'جدد', 'كورو']",neutral
بريطانيا تطعيم شخصا دقيقة ضد كورونا المملكة المتحدة العربية_عاجل,info_news,1,"['برط', 'طعم', 'شخص', 'دقق', 'ضد', 'كورو', 'ملك', 'تحد', 'عربية_عاجل']",positive
اثنى السفير الامريكي الرياض تلقيه لقاح كوفيد_ احترافية العمل وبطاقم سعودي وأكد انه مكان مثالي للتواجد أثناء الجائحة فستكون السعودية الله يعز وطننا وطن الخير الله يعز ولاة أمرنا العظماء الله يعز أبناء الوطن الشرفاء,celebrity,1,"['ثنى', 'سفر', 'امر', 'ريض', 'لقه', 'لقح', 'كوفيد_', 'احترافية', 'عمل', 'طقم', 'سعد', 'أكد', 'انه', 'كان', 'ثلي', 'وجد', 'ثنء', 'جئح', 'فست', 'سعد', 'الل', 'يعز', 'وطن', 'وطن', 'خير', 'الل', 'يعز', 'ولة', 'امر', 'عظماء', 'الل', 'يعز', 'بنء', 'وطن', 'شرفاء']",positive
اهل الكويت رجاء انتبهوا لهذه الطامة الكبرى اذا رئيس شركة لقاح فايزر يتلقى تطعيم كوفيد والعذر أقبح الذنب يطالبون العالم ان ياخذوا اللقاح كورونا عاجل كوفيد_ كوفيد_ كورونا_المتحور الكويت,personal,-1,"['اهل', 'كوت', 'رجء', 'نبه', 'لهذ', 'طمة', 'كبرى', 'اذا', 'رئس', 'شرك', 'لقح', 'يزر', 'لقى', 'طعم', 'كوفيد', 'عذر', 'قبح', 'ذنب', 'طلب', 'علم', 'ان', 'يخذ', 'لقح', 'كورو', 'عجل', 'كوفيد_', 'كوفيد_', 'كورونا_المتحور', 'كوت']",negative
إنتقدوا خامنئي إلعنوه بالأكاذيب اختلاق الأكاذيب خامنئي يقو خامنئي والنظام الإيراني خامنئي والنظام الإيراني الكثير العيوب تحاربوه بالأكاذيب بالحقائق خامنئي يمنع استيراد لقاح كورونا مطلقا منع استيراد الانجلوسكسوني فقط,info_news,1,"['نقد', 'خامنئ', 'عنو', 'كاذيب', 'خلق', 'كاذيب', 'خامنئ', 'يقو', 'خامنئ', 'نظم', 'اير', 'خامنئ', 'نظم', 'اير', 'كثر', 'عيب', 'حاربو', 'كاذيب', 'حقق', 'خامنئ', 'منع', 'يرد', 'لقح', 'كورو', 'طلق', 'منع', 'يرد', 'انجلوسكسو', 'فقط']",positive
توعية احرص لقاح_كورونا كنت الفئات الأكثر تأثر بمضاعفات فيروس كورونا,advice,1,"['وعي', 'حرص', 'لقاح_كورو', 'كنت', 'فئت', 'كثر', 'أثر', 'ضعف', 'يرس', 'كورو']",positive
روسيا تعلن استعدادها لتزويد مصر بتكنولوجيا تصنيع لقاح_كورونا,unrelated,1,"['روس', 'تعل', 'عدد', 'زود', 'مصر', 'بتكنولوج', 'صنع', 'لقاح_كورو']",positive
الصحة شخص حصلوا لقاح كورونا والعدد تزايد يتم منح الجواز_الصحي لكل يحصل جرعتي لقاح كورونا كورونا انحسار بالسعودية,info_news,1,"['صحة', 'شخص', 'حصل', 'لقح', 'كورو', 'عدد', 'زيد', 'يتم', 'منح', 'جواز_الصحي', 'لكل', 'حصل', 'جرع', 'لقح', 'كورو', 'كورو', 'حسر', 'سعد']",positive
ريبورتاج تركيا تبدأ حملة تطعيم ضد فيروس كورونا باستخدام لقاح سينوفاك الصيني,info_news,1,"['ريبورتاج', 'ترك', 'بدأ', 'حمل', 'طعم', 'ضد', 'يرس', 'كورو', 'باستخدام', 'لقح', 'ينف', 'صين']",positive
لقاح كوڤيد كورونا سيكون متوف را للبنانيين والمقيمين والرعايا استثناء ومجانا مركزا المناطق اللبنانية للتلقيح اللقاح اختياري ضروري تطلق وزارة الصحة اللبنانية المنص الالكترونية والخط الساخن للتسجيل إبتداء الخميس,plan,1,"['لقح', 'كوڤيد', 'كورو', 'سيك', 'توف', 'را', 'بنن', 'قيم', 'رعا', 'ثنء', 'ومج', 'ركز', 'نطق', 'لبن', 'لقح', 'لقح', 'خير', 'ضرر', 'طلق', 'وزر', 'صحة', 'لبن', 'منص', 'الكترونية', 'لخط', 'سخن', 'سجل', 'بدء', 'خمس']",positive
تستهينوا فالحذر واجب بريطانيا تقريبا خرجت السيطرة صحيا انتشار كورونا المتحور بشكل كبير جدا وميركل ألمانيا تقول الأسابيع القادمة تنتظرنا أياما صعبة لقاح_كوفيد_,info_news,0,"['سهي', 'حذر', 'وجب', 'برط', 'قرب', 'خرج', 'يطر', 'صحا', 'نشر', 'كورو', 'تحر', 'شكل', 'كبر', 'جدا', 'يركل', 'لمن', 'تقل', 'ابع', 'قدم', 'نظر', 'ايا', 'صعب', 'لقاح_كوفيد_']",neutral
وتجربتي العلمية لقاح كوفيد فعال اختبار سريع ظهر الأجسام المضادة ضد دمي اليوم الجرعة الأولى لقاح لقد اختبرت نفسي عدة مرات خلال الأشهر الماضية اللقاح لمعرفة لدي أجسام مضادة عدوى مصحوبة بأعراض ولكنها كانت سلبية دائم,personal,1,"['جرب', 'علم', 'لقح', 'كوفيد', 'فعل', 'خبر', 'سرع', 'ظهر', 'جسم', 'ضاد', 'ضد', 'دمي', 'اليوم', 'جرع', 'ولى', 'لقح', 'لقد', 'خبر', 'نفس', 'عدة', 'رات', 'خلل', 'شهر', 'اضة', 'لقح', 'عرف', 'لدي', 'جسم', 'ضاد', 'عدى', 'صحب', 'أعراض', 'ولك', 'كانت', 'سلب', 'دئم']",positive
تدريبات وهمية نيودلهي أيام انطلاق برنامج لقاح كورونا اندبندنت_عربية_تغنيك,info_news,1,"['درب', 'وهم', 'ودل', 'ايم', 'طلق', 'رنمج', 'لقح', 'كورو', 'اندبندنت_عربية_تغنيك']",positive
وزير الخارجية الأمير فيصل بن فرحان يتلقى الجرعة الأولى لقاح فيروس كورونا,celebrity,1,"['وزر', 'خرج', 'امر', 'يصل', 'بن', 'فرح', 'لقى', 'جرع', 'ولى', 'لقح', 'يرس', 'كورو']",positive
الحمدلله اخذت الجرعة الاولى انا ووالدتي الغاليه اشكر القائمين مركز لقاحات كورونا كوفيد التنظيم والمهنية العاليه إستقبال وتنظيم ومسارات مخصصه ومتابعه دقيقة لكل المراجعين وزارة_الصحة لقاح_كورونا,personal,1,"['حمدلل', 'اخذ', 'جرع', 'ولى', 'انا', 'ولد', 'غلي', 'شكر', 'قئم', 'ركز', 'لقح', 'كورو', 'كوفيد', 'نظم', 'هنة', 'علي', 'قبل', 'نظم', 'سار', 'خصص', 'تبع', 'دقق', 'لكل', 'رجع', 'وزارة_الصحة', 'لقاح_كورو']",positive
قطر تتصدق الجزائر ببعض لقاح أسترازينيكا البريطاني أتى محملا طائرة قطرية الشيء بالنسبة للقاح سبوتنيك أوصلته شركة العالمية الجزائر قادرة شراء اللقاح تعيش هبات الف جرعة قطرية الف جرعة روسية فين مول مليون ساعة,personal,1,"['قطر', 'صدق', 'جزر', 'بعض', 'لقح', 'استرازينيكا', 'برط', 'اتى', 'حمل', 'طئر', 'قطر', 'شيء', 'نسب', 'قاح', 'سبت', 'وصل', 'شرك', 'علم', 'جزر', 'قدر', 'شرء', 'لقح', 'تعش', 'هبت', 'الف', 'جرع', 'قطر', 'الف', 'جرع', 'روس', 'فين', 'مول', 'ملي', 'سعة']",positive
مدير عام مؤسسة الغذاء والدواء للمملكة المؤسسة أجازت مطعوم كورونا الصيني الإماراتي لغايات الاستخدام الطارئ عاجل هنا_المملكة,info_news,1,"['دير', 'عام', 'ؤسس', 'غذء', 'دوء', 'ملك', 'ؤسس', 'جزت', 'طعم', 'كورو', 'صين', 'مرا', 'لغي', 'خدم', 'طرئ', 'عجل', 'هنا_المملكة']",positive
الاحتلال يسجل حالة شلل خفيف بالوجه إثر تلقي لقاح كورونا,info_news,0,"['حلل', 'سجل', 'حلة', 'شلل', 'خفف', 'وجه', 'اثر', 'تلق', 'لقح', 'كورو']",neutral
كوفيد_ إقبال واسع تلقي لقاح كورونا السعودية,info_news,1,"['كوفيد_', 'قبل', 'وسع', 'تلق', 'لقح', 'كورو', 'سعد']",positive
البيض كلمة السر مصري يكتشف لقاح جديد ضد كورونا صدى_البلد البلد,info_news,1,"['بيض', 'كلم', 'لسر', 'صري', 'كشف', 'لقح', 'جدد', 'ضد', 'كورو', 'صدى_البلد', 'بلد']",positive
الخير اللي خذ لقاح كوفيد يرفع يده,personal,1,"['خير', 'الل', 'خذ', 'لقح', 'كوفيد', 'رفع', 'يده']",positive
تكون خاطب جديد حماتك بدا لقاح كورونا,personal,0,"['تكون', 'خطب', 'جدد', 'حمت', 'بدا', 'لقح', 'كورو']",neutral
لعدم وجود دراسات حول آثاره الجانبية لتلك الفئات تاج الدين مستشار السيسي للشؤون الصحية تصريحات متلفزة الأقل عاما والسيدات الحوامل مش هيحصلوا لقاح كورونا واللقحات اتعملت بسرعة وتم تداولها سريعا لإننا وباء,info_news,1,"['عدم', 'وجد', 'درس', 'حول', 'ثره', 'جنب', 'لتل', 'فئت', 'تاج', 'دين', 'شار', 'سيس', 'شؤن', 'صحة', 'صرح', 'تلفز', 'اقل', 'عما', 'سيد', 'حمل', 'مش', 'هيحصل', 'لقح', 'كورو', 'لقح', 'عمل', 'سرع', 'وتم', 'دول', 'سرع', 'لإن', 'وبء']",positive
أمير المنطقة الشرقية يتلقى الجرعة الثانية لقاح كورونا مركز لقاحات فيروس كورونا المستجد بأرض المعارض الظهران,celebrity,1,"['امر', 'نطق', 'شرق', 'لقى', 'جرع', 'ثني', 'لقح', 'كورو', 'ركز', 'لقح', 'يرس', 'كورو', 'سجد', 'أرض', 'عرض', 'ظهر']",positive
وزير_الصحة يتلقى الجرعة الثانية لقاح_كورونا,celebrity,1,"['وزير_الصحة', 'لقى', 'جرع', 'ثني', 'لقاح_كورو']",positive
صور لعمليات شحن لكميات لقاح فايزر بينها الكمية وصلت اليوم للأردن صحيفة_الرأي الأردن لقاح_فايزر عاجل,info_news,1,"['صور', 'عمل', 'شحن', 'لكم', 'لقح', 'يزر', 'بين', 'كمة', 'وصل', 'اليوم', 'ارد', 'صحيفة_الرأي', 'ارد', 'لقاح_فايزر', 'عجل']",positive
فلسطين بدء التطعيم ضد كورونا منتصف الجاري رئيس الوزراء الفلسطيني محمد اشتية قال مستهل جلسة مجلس الوزراء الحكومة ستحصل دفعة أولى مقدارها لقاح,info_news,1,"['لسط', 'بدء', 'طعم', 'ضد', 'كورو', 'نصف', 'جري', 'رئس', 'زرء', 'لسط', 'حمد', 'شية', 'قال', 'سهل', 'جلس', 'جلس', 'زرء', 'حكم', 'حصل', 'دفع', 'ولى', 'قدر', 'لقح']",positive
العصابة الأمريكية الترمبية الحاكمة وفي أيامها الأخيرة تبث سمومها ضد الشعوب الإسلامية خدمة للصهيونية العالمية ويشجعها منافقي الأمة فبعد فرض عقوبة التجويع الشعب اليمني تفرض عقوبات ضد شركة بركة الإيرانية تمكنت الشركة إنتاج لقاح ک وو ایران برکت ضد كورونا,plan,1,"['عصب', 'امر', 'رمب', 'حكم', 'وفي', 'ايم', 'خير', 'تبث', 'سمم', 'ضد', 'شعب', 'سلم', 'خدم', 'صهو', 'علم', 'شجع', 'نفق', 'امة', 'بعد', 'فرض', 'عقب', 'جوع', 'شعب', 'يمن', 'فرض', 'عقب', 'ضد', 'شرك', 'برك', 'يرن', 'تمك', 'شرك', 'ناج', 'لقح', 'ک', 'وو', 'ایر', 'برک', 'ضد', 'كورو']",positive
