id,text,stance,predictions
1774,لاعب لعب للاهلى وعمرى ما حبيته قبل ما يلعب للاهلى ولا هو وبيلعب للاهلى ولا بعد ماساب الاهلى المدعو احمد حسن لا يختلف عن التوأم النرجسية بذاتها وتشعر وهو يتحدث بانه مخترع تطعيم شلل الاطفال الطاعون التيتانوس ولسه شغال فى اختراع تطعيم السرطان الإيدز وكوفيد,-1,negative
1775,مدير منظمة الصحة_العالمية العالم على شفا فشل أخلاقي كارثي فيما يتعلق بلقاحات كورونا,-1,negative
1776,فيديو الأمير مقرن بن عبدالعزيز بعد أخذه لقاح كورونا يخص الإخبارية ما شاهدته اليوم مفخرة لـ المملكة أشكر القيادة و الجيش_الأبيض,1,positive
1777,عاجل خادم_الحرمين_الشريفين حفظه الله يتلقى الجرعة الأولى من لقاح كورونا,1,positive
1778,أخذت الجرعة الاولى من اللقاح ولسبب ما لم تتوفر الجرعة الثانية مالحل الكتاب الاخضر للصحة البريطانية عن الكوفيد ينصح بأخذ اي لقاح متوفر للجرعة الثانية في الظروف الاستثنائية والذي يناقض توصيات ال مما سبب ارباك في الاوساط العلمية فهل يمكن خلط اللقاحات مع بعضها,-1,negative
1779,أوضح معالي وزير الصحة اليوم في تصريح صحفي أنه لا يمكن لمن تلقى الجرعة الأولى من لقاح فايزر بيونيتك أن يتلقى الجرعة الثانية من لقاح أسترازينيكا ويقول إن الدلائل الأولية تفيد بأن السلالة الجديدة من فيروس كورونا تستجيب للعلاج باللقاحات المختلفة المصنعة لـ كوفيد,0,neutral
1780,شاهد وصول الطائرة المحملة بلقاح فايزر إلى الأردن كورونا_الأردن لقاح_كورونا هنا_المملكة,0,neutral
1781,عالانستاغرام معظم مشاهير لبنان صاروا بالامارات لتلقي لقاح كورونا كل حدا قادر يحص ن نفسه مش غلط بهيدا المستنقع يلي اسمه لبنان بعدن عم يتخانقوا السياسيين كيف ومين وليه ولمين بدن يجيبوا اللقاح لبنان مزرعة فاشلة,-1,negative
1782,الأمين العام للأمم المتحدة أنطونيو غوتيرش يعرب عن أسفه لـ فشل التضامن في مجال التطعيم باللقاحات ضد كورونا حول العالم العربية,-1,negative
1783,أخبار شرطة دبي توفر لقاح كورونا لموظفيها في مراكز التفاصيل أمنكم_سعادتنا الجميع_مسؤول نتواصل_ونحمي_نبتكر_ونبني,1,positive
1784,د فريدة الحوسني أكدت تركيز الدولة على تطعيم أكبر نسبة من المجتمع والوصول للمناعة المكتسبة أبرز ما جاء في الإحاطة الإعلامية لحكومة الإمارات حول مستجدات كوفيد_ انت_مسؤول نلتزم_لننتصر يدا_بيد_نتعافى,1,positive
1785,الاتحاد الأوروبي الاتفاق على شراء مليون جرعة إضافية من لقاح فايزر بايونتك,0,neutral
1786,لا نريد منها لقاحا نريد_لقاح_آمن,0,neutral
1787,الصحة تحذر من التجاوب مع الرسالة المرفقة وتوضح بأن هذه الرسائل لا يتم إرسالها من قبل الوزارة السعودية لقاح_كورونا,-1,negative
1788,التوعية من خلال وسائل الإعلام لا تكون باستعداء المتلق ي قارىء مشاهد مستمع ولا تكون بطريقة فوقي ة أي أن نا نفهم أكثر منك ونعرف مصلحتك أكثر ولا تكون باحتقار المتلق ي وإشعاره بالذ نب الد ائم أن ك أنت سبب انتشار كورونا في كل دول العالم لا ينفع معك لقاح ولا إعدام,-1,negative
1789,عاجل بدعم من وزارة التعليم د إيمان المنصور تكتب قصة نجاح للوطن في الوصول إلى أول لقاح سعودي ضد كورونا,1,positive
1790,عاجل خادم الحرمين الشريفين يتلقى الجرعة الأولى من لقاح كورونا,0,neutral
1791,إماراتية عمرها عاما تتلقى لقاح كورونا الشارقة_للأخبار الإمارات فيروس_كورونا,1,positive
1792,وزير الدولة السعودي عضو مجلس الوزراء الأمير تركي بن محمد بن فهد يتلقى الجرعة الأولى من لقاح كورونا,0,neutral
1793,اسمعوا ماذا يقول عن لقاح كورونا فايزر وماذا يسبب,0,neutral
1794,عدد من تطعيمات فايزر في امريكا بتبوظ لان محدش بياخدها وصلاحيتها قصيره لانهم مش من فئات المستهدفه دلوقتي زي كبار السن مثلا في حين اسرائيل ولاد السوسه اي تطعيمات متبقيه في اليوم بينزلوا يطعموا بيها اي حد في الشارع وبقوا اكبر نسبة تطعيم ع مستوى العالم ضد كورونا,-1,negative
1795,عاجل بعد تجاوزه مرحلة التجارب المخبرية والحيوانية بنجاح لقاح سعودي لا يحتاج درجات تبريد عالية سيدخل التجارب السريرية لقاح_كورونا صحيفة_مكة,1,positive
1796,مطاعم في دبي تقدم خصومات خاصة للحاصلين على تطعيم كوفيد,1,positive
1797,دولة الامارات الشقيقة طعمت جرعة تطعيم كورونا في اليوم الكويت احتاجت يوم لتطعم شخص وانا هنا لا أتكلم عن نوع التطعيم ولكن عن سرعة معدل التطعيم اليومي فشل واضح في حملة_التطعيم_الشاملة تطعيم فايزر حساس ويحتاج فريزر وهذا احد اسباب الفشل سلحفاة الحمسه,-1,negative
1798,وفاة أكثر من شخص في النرويج بعد تلقي لقاح كورونا,-1,negative
1799,ونفسها إلي ما توفر لقاح لجميع النساء بشكل إلزامي لفايروس الورم الحليمي بس ترى هاه كله علشان خايفين عليكم من المضاعفات,-1,negative
1800,استقالة رئيس أركان الجيش الإسباني ميغيل أنخيل فيارويا من منصبه بعد التقارير التي أفادت أنه استخدم سلطاته لمحاولة الحصول على لقاح فيروس كورونا قبل دوره,-1,negative
1801,متحدث وزارة الصحة أصحاب الشائعات ضد لقاح كورونا هم من كانوا ينشرون خلطاتهم في بداية الجائحة بزعمهم أنها علاج للفيروس,-1,negative
1802,لقاح كورونا لازم يتجرب عالعونية بالأول إذا عاشوا بكون زبط اللقاح وإذا ماتوا بيكون زبط البلد,-1,negative
1803,الذي تفنن بقتلنا لا يؤتمن لكي نأخذ منه اللقاح نريد_لقاح_آمن,-1,negative
1804,اذا لماذا توصون بتطعيم فوق المذيعة تسأل رئيس شركة فايزر لماذا لم تتلق تطعيم كورونا حتى الآن وللأسف عذره كان أقبح من ذنبه أنا أبلغ من العمر عام ا وبصحة جيدة ولا أعمل في الخطوط الأمامية لذا فإن التطعيم لا ي نصح يوصى به بالنسبة لي ألبرت بورلا,-1,negative
1805,ريبورتاج فرنسا تأمل في تسريع وتيرة تطعيم السكان ضد فيروس_كورونا بعدما باتت كل الظروف ملائمة,1,positive
